"id","museum_code","specimen_id","specimen_id_original","genus","species","subspecies","locus","found_title"
"AFMTDNA678",NA,"144","144","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher MZUSP_144 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA679",NA,"145","145","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher MZUSP_145 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA680",NA,"12044","12044","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_12044 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA681",NA,"12045","12045","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_12045 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA682",NA,"12046","12046","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_12046 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA683",NA,"12047","12047","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_12047 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA684",NA,"12051","12051","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_12051 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA685",NA,"15622","15622","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_15622 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA686",NA,"15655","15655","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_15655 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA687",NA,"15666","15666","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_15666 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA688",NA,"1076","1076","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_1076 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA689",NA,"14715","14715","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14715 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA690",NA,"15097","15097","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_15097 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA693",NA,"15140","15140","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_15140 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA694",NA,"15142","15142","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_15142 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA695",NA,"15149","15149","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_15149 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA696",NA,"15216","15216","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_15216 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA697",NA,"15217","15217","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_15217 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA698",NA,"15227","15227","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_15227 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA699",NA,"15243","15243","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_15243 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA700",NA,"1145","1145","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_1145 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA701",NA,"1146","1146","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_1146 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA702",NA,"2386","2386","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_2386 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA703",NA,"1593","1593","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_1593 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA704",NA,"1595","1595","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_1595 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA705",NA,"14656","14656","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14656 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA706",NA,"14657","14657","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14657 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA707",NA,"14680","14680","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14680 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA708",NA,"14681","14681","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14681 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA709",NA,"14698","14698","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14698 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA710",NA,"14581","14581","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14581 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA711",NA,"14608","14608","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14608 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA712",NA,"14609","14609","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14609 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA713",NA,"14610","14610","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14610 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA714",NA,"14611","14611","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14611 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA715",NA,"14631","14631","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14631 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA716",NA,"14524","14524","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14524 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA717",NA,"14529","14529","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14529 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA718",NA,"14531","14531","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14531 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA719",NA,"14533","14533","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14533 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA720",NA,"14534","14534","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14534 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA721",NA,"14574","14574","Rhopias","gularis",NA,"cytb","Myrmotherula gularis voucher LGEMA_14574 cytochrome b (cytb) gene, partial cds; mitochondrial"
"AFMTDNA722",NA,"13716","13716","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_13716 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA723",NA,"13717","13717","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_13717 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA724",NA,"13727","13727","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_13727 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA725",NA,"13732","13732","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_13732 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA726",NA,"13733","13733","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_13733 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA727",NA,"13532","13532","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_13532 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA729",NA,"12999","12999","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_12999 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA730",NA,"13001","13001","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_13001 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA731",NA,"13002","13002","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_13002 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA732",NA,"13003","13003","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_13003 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA733",NA,"13004","13004","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_13004 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA734",NA,"13005","13005","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_13005 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA735","MNT","291","MNT0291","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher MNT0291 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA736","MNT","296","MNT0296","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher MNT0296 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA737",NA,"137087","137087","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher ZMUC_137087 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA738",NA,"137115","137115","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher ZMUC_137115 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA739",NA,"137123","137123","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher ZMUC_137123 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA740",NA,"75","75","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher MZUSP_75 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA741",NA,"82","82","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher MZUSP_82 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA742",NA,"144","144","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher MZUSP_144 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA743",NA,"145","145","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher MZUSP_145 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA744",NA,"12044","12044","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_12044 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA745",NA,"12045","12045","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_12045 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA746",NA,"12046","12046","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_12046 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA747",NA,"12047","12047","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_12047 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA748",NA,"12051","12051","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_12051 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA749",NA,"15622","15622","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_15622 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA751",NA,"15666","15666","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_15666 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA752",NA,"1076","1076","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_1076 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA754",NA,"15097","15097","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_15097 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA755",NA,"15137","15137","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_15137 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA756",NA,"15138","15138","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_15138 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA757",NA,"15140","15140","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_15140 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA758",NA,"15142","15142","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_15142 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA759",NA,"15149","15149","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_15149 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA760",NA,"15216","15216","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_15216 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA761",NA,"15217","15217","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_15217 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA762",NA,"15227","15227","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_15227 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA763",NA,"15243","15243","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_15243 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA764",NA,"1145","1145","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_1145 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA765",NA,"1146","1146","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_1146 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA766",NA,"2386","2386","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_2386 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA767",NA,"1593","1593","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_1593 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA768",NA,"1595","1595","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_1595 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA769",NA,"14656","14656","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14656 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA770",NA,"14657","14657","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14657 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA771",NA,"14680","14680","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14680 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA772",NA,"14681","14681","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14681 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA773",NA,"14698","14698","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14698 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA774",NA,"14581","14581","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14581 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA775",NA,"14608","14608","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14608 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA776",NA,"14609","14609","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14609 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA777",NA,"14610","14610","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14610 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA778",NA,"14611","14611","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14611 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA779",NA,"14631","14631","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14631 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA780",NA,"14524","14524","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14524 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA781",NA,"14529","14529","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14529 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA782",NA,"14531","14531","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14531 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA783",NA,"14533","14533","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14533 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA784",NA,"14534","14534","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14534 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA785",NA,"14574","14574","Rhopias","gularis",NA,"nd2","Myrmotherula gularis voucher LGEMA_14574 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA786","MPEG","70779","MPEG70779","Pseudopipra","pipra","cephaleucos","nd2","Pseudopipra pipra cephaleucos voucher MPEG 70779 UNA 145 NADH dehydrogenase subunit 2 gene, partial cds; mitochondrial"
"AFMTDNA787","MPEG","70780","MPEG70780","Pseudopipra","pipra","cephaleucos","nd2","Pseudopipra pipra cephaleucos voucher MPEG 70780 UNA 059 NADH dehydrogenase subunit 2 gene, partial cds; mitochondrial"
"AFMTDNA788","MPEG","70781","MPEG70781","Pseudopipra","pipra","cephaleucos","nd2","Pseudopipra pipra cephaleucos voucher MPEG 70781 UNA 086 NADH dehydrogenase subunit 2 gene, partial cds; mitochondrial"
"AFMTDNA789","MPEG","91511","MPEG91511","Pseudopipra","pipra","cephaleucos","nd2","Pseudopipra pipra cephaleucos voucher MPEG MZUSP-91511 BAI 11 NADH dehydrogenase subunit 2 gene, partial cds; mitochondrial"
"AFMTDNA790","MZFS","647","MZFS647","Pseudopipra","pipra","cephaleucos","nd2","Pseudopipra pipra cephaleucos voucher MZFS 647 D.A 00647 NADH dehydrogenase subunit 2 gene, partial cds; mitochondrial"
"AFMTDNA791","MZFS","100001","MZFS100001","Pseudopipra","pipra","cephaleucos","nd2","Pseudopipra pipra cephaleucos voucher MZFS 100001 NADH dehydrogenase subunit 2 gene, partial cds; mitochondrial"
"AFMTDNA792","MZFS","100002","MZFS100002","Pseudopipra","pipra","cephaleucos","nd2","Pseudopipra pipra cephaleucos voucher MZFS 100002 NADH dehydrogenase subunit 2 gene, partial cds; mitochondrial"
"AFMTDNA793","MZFS","100004","MZFS100004","Pseudopipra","pipra","cephaleucos","nd2","Pseudopipra pipra cephaleucos voucher MZFS 100004 NADH dehydrogenase subunit 2 gene, partial cds; mitochondrial"
"AFMTDNA794","MZFS","100024","MZFS100024","Pseudopipra","pipra","cephaleucos","nd2","Pseudopipra pipra cephaleucos voucher MZFS 100024 E127269 NADH dehydrogenase subunit 2 gene, partial cds; mitochondrial"
"AFMTDNA795","MZFS","100025","MZFS100025","Pseudopipra","pipra","cephaleucos","nd2","Pseudopipra pipra cephaleucos voucher MZFS 100025 E123059 NADH dehydrogenase subunit 2 gene, partial cds; mitochondrial"
"AFMTDNA796","MZFS","100026","MZFS100026","Pseudopipra","pipra","cephaleucos","nd2","Pseudopipra pipra cephaleucos voucher MZFS 100026 E123060 NADH dehydrogenase subunit 2 gene, partial cds; mitochondrial"
"AFMTDNA797","MZUSP","91510","MZUSP91510","Pseudopipra","pipra","cephaleucos","nd2","Pseudopipra pipra cephaleucos voucher MZUSP 91510 BAI 51 NADH dehydrogenase subunit 2 gene, partial cds; mitochondrial"
