accession,museum_code,specimen_id,specimen_id_original,voucher,taxon,genus,species,subspecies,otu,locality,province,country,locus,database,reference,longitude,latitude,elevation_m
HQ851322,LGEMA,1012,LGEMA1012,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Morro Grande, São Paulo, Brazil",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851145,LGEMA,1012,LGEMA1012,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Morro Grande, São Paulo, Brazil",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851234,LGEMA,829,LGEMA829,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Morro Grande, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851236,LGEMA,844,LGEMA844,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Morro Grande, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851258,LGEMA,870,LGEMA870,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Morro Grande, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851261,LGEMA,925,LGEMA925,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Morro Grande, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851282,LGEMA,959,LGEMA959,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Morro Grande, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851292,LGEMA,960,LGEMA960,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Morro Grande, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851293,LGEMA,961,LGEMA961,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Morro Grande, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851316,LGEMA,1038,LGEMA1038,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Morro Grande, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851294,LGEMA,1052,LGEMA1052,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Morro Grande, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851295,LGEMA,1084,LGEMA1084,MZUSP (IT109),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Piedade, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851296,LGEMA,1085,LGEMA1085,MZUSP (IT111),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Piedade, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851297,LGEMA,1086,LGEMA1086,MZUSP (IT112),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Piedade, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851263,LGEMA,2445,LGEMA2445,MZUSP (A0008),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Piedade, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851328,LGEMA,2445,LGEMA2445,MZUSP (A0008),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Piedade, São Paulo, Brazil",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851151,LGEMA,2445,LGEMA2445,MZUSP (A0008),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Piedade, São Paulo, Brazil",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851264,LGEMA,2442,LGEMA2442,MZUSP (A0005),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Piedade, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851329,LGEMA,2442,LGEMA2442,MZUSP (A0005),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Piedade, São Paulo, Brazil",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851152,LGEMA,2442,LGEMA2442,MZUSP (A0005),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Piedade, São Paulo, Brazil",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851301,LGEMA,1261,LGEMA1261,MZUSP (ITA525),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Buri, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851302,LGEMA,1377,LGEMA1377,MZUSP (ITA298),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Wenceslau Brás, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851330,LGEMA,1377,LGEMA1377,MZUSP (ITA298),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Wenceslau Brás, São Paulo, Brazil",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851153,LGEMA,1377,LGEMA1377,MZUSP (ITA298),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Wenceslau Brás, São Paulo, Brazil",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851291,LGEMA,13682,LGEMA13682,MZUSP (A0175),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"São Bernardo do Campo, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851364,LGEMA,13682,LGEMA13682,MZUSP (A0175),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"São Bernardo do Campo, São Paulo, Brazil",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851187,LGEMA,13682,LGEMA13682,MZUSP (A0175),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"São Bernardo do Campo, São Paulo, Brazil",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851298,LGEMA,1109,LGEMA1109,MZUSP (ITA132),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Juquitiba, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851299,LGEMA,1138,LGEMA1138,MZUSP (ITA165),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Juquitiba, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851334,LGEMA,1138,LGEMA1138,MZUSP (ITA165),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Juquitiba, São Paulo, Brazil",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851157,LGEMA,1138,LGEMA1138,MZUSP (ITA165),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Juquitiba, São Paulo, Brazil",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851300,LGEMA,1152,LGEMA1152,MZUSP (ITA180),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Juquitiba, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851335,LGEMA,1152,LGEMA1152,MZUSP (ITA180),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Juquitiba, São Paulo, Brazil",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851158,LGEMA,1152,LGEMA1152,MZUSP (ITA180),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Juquitiba, São Paulo, Brazil",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851265,LGEMA,2430,LGEMA2430,MZUSP (A0076),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Juquitiba, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851303,LGEMA,1575,LGEMA1575,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Núcleo Curucutu, PE Serra do Mar, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851336,LGEMA,1575,LGEMA1575,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Núcleo Curucutu, PE Serra do Mar, São Paulo, Brazil",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851159,LGEMA,1575,LGEMA1575,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Núcleo Curucutu, PE Serra do Mar, São Paulo, Brazil",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851304,LGEMA,1577,LGEMA1577,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Núcleo Curucutu, PE Serra do Mar, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851321,LGEMA,1577,LGEMA1577,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Núcleo Curucutu, PE Serra do Mar, São Paulo, Brazil",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851144,LGEMA,1577,LGEMA1577,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Núcleo Curucutu, PE Serra do Mar, São Paulo, Brazil",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851242,LGEMA,13675,LGEMA13675,MZUSP (A093),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Urtigueira, PR",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851326,LGEMA,13675,LGEMA13675,MZUSP (A093),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Urtigueira, PR",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851149,LGEMA,13675,LGEMA13675,MZUSP (A093),bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Urtigueira, PR",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851313,LGEMA,13676,LGEMA13676,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Ribeirão Grande, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851312,LGEMA,13677,LGEMA13677,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Ribeirão Grande, São Paulo, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851331,LGEMA,13677,LGEMA13677,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Ribeirão Grande, São Paulo, Brazil",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851154,LGEMA,13677,LGEMA13677,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Ribeirão Grande, São Paulo, Brazil",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851262,LGEMA,13678,LGEMA13678,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"PE Vila Velha, Paraná, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851327,LGEMA,13678,LGEMA13678,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"PE Vila Velha, Paraná, Brazil",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851150,LGEMA,13678,LGEMA13678,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"PE Vila Velha, Paraná, Brazil",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851232,LSUMZ,25912,LSUMZ25912,LSUMZ25912,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"San Carlos, Caaguazú Department, Paraguay",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851317,LSUMZ,25912,LSUMZ25912,LSUMZ25912,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"San Carlos, Caaguazú Department, Paraguay",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851140,LSUMZ,25912,LSUMZ25912,LSUMZ25912,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"San Carlos, Caaguazú Department, Paraguay",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851241,LGEMA,2188,LGEMA2188,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Rancho Queimado, SC",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851325,LGEMA,2188,LGEMA2188,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Rancho Queimado, SC",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851148,LGEMA,2188,LGEMA2188,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Rancho Queimado, SC",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851239,LGEMA,2177,LGEMA2177,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Colonia Cerrito, Arroio do Padre, Pelotas, Rio Grande do Sul, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851323,LGEMA,2177,LGEMA2177,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Colonia Cerrito, Arroio do Padre, Pelotas, Rio Grande do Sul, Brazil",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851146,LGEMA,2177,LGEMA2177,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Colonia Cerrito, Arroio do Padre, Pelotas, Rio Grande do Sul, Brazil",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851240,LGEMA,2178,LGEMA2178,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Colonia Cerrito, Arroio do Padre, Pelotas, Rio Grande do Sul, Brazil",NA,NA,nd2,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851324,LGEMA,2178,LGEMA2178,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Colonia Cerrito, Arroio do Padre, Pelotas, Rio Grande do Sul, Brazil",NA,NA,nd3,GenBank,dhorta-et-al-2011,NA,NA,NA
HQ851147,LGEMA,2178,LGEMA2178,NA,bird,Sclerurus,scansor,scansor,Sclerurus scansor,"Colonia Cerrito, Arroio do Padre, Pelotas, Rio Grande do Sul, Brazil",NA,NA,cytb,GenBank,dhorta-et-al-2011,NA,NA,NA
EU073025,LGEMA,10391,LGEMA10391,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Mulungú, Serra de Baturité, Ceará (CE), 4°17′45′S, 38°55′W, 724 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-38.9167,-4.29583,724
EU073030,LGEMA,10391,LGEMA 10391,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Mulungú, Serra de Baturité, Ceará (CE), 4°17′45′S, 38°55′W, 724 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-38.9167,-4.29583,724
EU073035,LGEMA,10391,LGEMA 10391,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Mulungú, Serra de Baturité, Ceará (CE), 4°17′45′S, 38°55′W, 724 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-38.9167,-4.29583,724
EU073026,LGEMA,10392,LGEMA10392,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Mulungú, Serra de Baturité, Ceará (CE), 4°17′45′S, 38°55′W, 724 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-38.9167,-4.29583,724
EU073031,LGEMA,10392,LGEMA10392,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Mulungú, Serra de Baturité, Ceará (CE), 4°17′45′S, 38°55′W, 724 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-38.9167,-4.29583,724
EU073036,LGEMA,10392,LGEMA10392,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Mulungú, Serra de Baturité, Ceará (CE), 4°17′45′S, 38°55′W, 724 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-38.9167,-4.29583,724
EU073027,LGEMA,10395,LGEMA10395,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Mulungú, Serra de Baturité, Ceará (CE), 4°17′45′S, 38°55′W, 724 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-38.9167,-4.29583,724
EU073032,LGEMA,10395,LGEMA10395,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Mulungú, Serra de Baturité, Ceará (CE), 4°17′45′S, 38°55′W, 724 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-38.9167,-4.29583,724
EU073037,LGEMA,10395,LGEMA10395,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Mulungú, Serra de Baturité, Ceará (CE), 4°17′45′S, 38°55′W, 724 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-38.9167,-4.29583,724
EU073028,LGEMA,10406,LGEMA10406,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Guaramiranga, Serra de Baturité, CE, 4°14′S, 38°56′W, 724 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-38.9333,-4.23333,724
EU073033,LGEMA,10406,LGEMA10406,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Guaramiranga, Serra de Baturité, CE, 4°14′S, 38°56′W, 724 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-38.9333,-4.23333,724
EU073038,LGEMA,10406,LGEMA10406,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Guaramiranga, Serra de Baturité, CE, 4°14′S, 38°56′W, 724 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-38.9333,-4.23333,724
EU073029,LGEMA,10417,LGEMA10417,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Guaramiranga, Serra de Baturité, CE, 4°14′S, 38°56′W, 724 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-38.9333,-4.23333,724
EU073034,LGEMA,10417,LGEMA10417,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Guaramiranga, Serra de Baturité, CE, 4°14′S, 38°56′W, 724 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-38.9333,-4.23333,724
EU073039,LGEMA,10417,LGEMA10417,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Guaramiranga, Serra de Baturité, CE, 4°14′S, 38°56′W, 724 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-38.9333,-4.23333,724
EF190601,FMNH,399195,FMNH399195,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190608,FMNH,399195,FMNH399195,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190645,FMNH,399195,FMNH399195,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190583,FMNH,399196,FMNH399196,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190609,FMNH,399196,FMNH399196,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190646,FMNH,399196,FMNH399196,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190584,FMNH,399197,FMNH399197,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190610,FMNH,399197,FMNH399197,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190647,FMNH,399197,FMNH399197,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190585,FMNH,399198,FMNH399198,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190611,FMNH,399198,FMNH399198,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190648,FMNH,399198,FMNH399198,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190586,FMNH,399199,FMNH399199,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190612,FMNH,399199,FMNH399199,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190649,FMNH,399199,FMNH399199,NA,bird,Xiphorhynchus,fuscus,atlanticus,Xiphorhynchus fuscus,"Ibateguara, Alagoas, 8°59′S, 35°52′W, 200 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-35.8667,-8.98333,200
EF190597,LGEMA,P2267,LGEMAP2267,NA,bird,Xiphorhynchus,fuscus,brevirostris,Xiphorhynchus fuscus,"Bonito, Bahia (BA). 11°54′S, 41°12′W, 945 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-41.2,-11.9,945
EF190623,LGEMA,P2267,LGEMAP2267,NA,bird,Xiphorhynchus,fuscus,brevirostris,Xiphorhynchus fuscus,"Bonito, Bahia (BA). 11°54′S, 41°12′W, 945 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-41.2,-11.9,945
EF190660,LGEMA,P2267,LGEMAP2267,NA,bird,Xiphorhynchus,fuscus,brevirostris,Xiphorhynchus fuscus,"Bonito, Bahia (BA). 11°54′S, 41°12′W, 945 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-41.2,-11.9,945
EF190594,LGEMA,P2245,LGEMAP2245,NA,bird,Xiphorhynchus,fuscus,brevirostris,Xiphorhynchus fuscus,"Lençois, BA. 12°25′S, 41°21′W, 520 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-41.35,-12.4167,520
EF190620,LGEMA,P2245,LGEMAP2245,NA,bird,Xiphorhynchus,fuscus,brevirostris,Xiphorhynchus fuscus,"Lençois, BA. 12°25′S, 41°21′W, 520 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-41.35,-12.4167,520
EF190657,LGEMA,P2245,LGEMAP2245,NA,bird,Xiphorhynchus,fuscus,brevirostris,Xiphorhynchus fuscus,"Lençois, BA. 12°25′S, 41°21′W, 520 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-41.35,-12.4167,520
EF190595,LGEMA,P2249,LGEMAP2249,NA,bird,Xiphorhynchus,fuscus,brevirostris,Xiphorhynchus fuscus,"Lençois, BA. 12°25′S, 41°21′W, 520 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-41.35,-12.4167,520
EF190621,LGEMA,P2249,LGEMAP2249,NA,bird,Xiphorhynchus,fuscus,brevirostris,Xiphorhynchus fuscus,"Lençois, BA. 12°25′S, 41°21′W, 520 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-41.35,-12.4167,520
EF190658,LGEMA,P2249,LGEMAP2249,NA,bird,Xiphorhynchus,fuscus,brevirostris,Xiphorhynchus fuscus,"Lençois, BA. 12°25′S, 41°21′W, 520 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-41.35,-12.4167,520
EF190596,LGEMA,P2258,LGEMAP2258,NA,bird,Xiphorhynchus,fuscus,brevirostris,Xiphorhynchus fuscus,"Lençois, BA. 12°25′S, 41°21′W, 520 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-41.35,-12.4167,520
EF190622,LGEMA,P2258,LGEMAP2258,NA,bird,Xiphorhynchus,fuscus,brevirostris,Xiphorhynchus fuscus,"Lençois, BA. 12°25′S, 41°21′W, 520 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-41.35,-12.4167,520
EF190659,LGEMA,P2258,LGEMAP2258,NA,bird,Xiphorhynchus,fuscus,brevirostris,Xiphorhynchus fuscus,"Lençois, BA. 12°25′S, 41°21′W, 520 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-41.35,-12.4167,520
AY089819,LGEMA,P330,LGEMAP330,NA,bird,Xiphorhynchus,fuscus,tenuirostris,Xiphorhynchus fuscus,"Porto Seguro, BA. 17°22′S, 40°17′W, 50 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-40.2833,-17.3667,50
AY089851,LGEMA,P330,LGEMAP330,NA,bird,Xiphorhynchus,fuscus,tenuirostris,Xiphorhynchus fuscus,"Porto Seguro, BA. 17°22′S, 40°17′W, 50 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-40.2833,-17.3667,50
AY089904,LGEMA,P330,LGEMAP330,NA,bird,Xiphorhynchus,fuscus,tenuirostris,Xiphorhynchus fuscus,"Porto Seguro, BA. 17°22′S, 40°17′W, 50 m",NA,NA,nd3,GenBank,cabanne-et-al-2008,-40.2833,-17.3667,50
EF190577,NA,B0822,B0822,NA,bird,Xiphorhynchus,fuscus,tenuirostris,Xiphorhynchus fuscus,"Salto Divisa, Minas Gerais (MG). 16°5′S, 40°2′W, 100 m",NA,NA,cytb,GenBank,cabanne-et-al-2008,-40.0333,-16.0833,100
EF190633,NA,B0822,B0822,NA,bird,Xiphorhynchus,fuscus,tenuirostris,Xiphorhynchus fuscus,"Salto Divisa, Minas Gerais (MG). 16°5′S, 40°2′W, 100 m",NA,NA,nd2,GenBank,cabanne-et-al-2008,-40.0333,-16.0833,100
